id_pedido,data,id_cliente,tipo_cliente,estado,regiao,id_produto,categoria_Produto,quantidade,preco_unitario,modo_pagamento,canal,status,tempo_entrega_dias,avaliacao,cupom_usado,valor_bruto,custo_frete,valor_desconto,valor_final,ano,mes,dia_semana
ORD000537,2025-08-05,4273,Recorrente,SP,Sudeste,95981,Equipamento Industrial,7,289.68,Pix,Orgânico,Entregue,6,4.0,0,2027.76,57.76,0.0,2085.52,2025,8,Terça-feira
ORD000538,2025-10-04,4515,Novo,SP,Centro-Oeste,45934,Comida,13,457.95,Cartão de Debito,Marketplace,Cancelado,8,,0,5953.35,13.56,0.0,5966.910000000001,2025,10,Sábado
ORD000539,2025-09-06,1913,Recorrente,PE,Nordeste,19511,Equipamento Industrial,9,267.83,Cartão de Crédito,Marketplace,Entregue,4,5.0,0,2410.47,47.23,0.0,2457.7,2025,9,Sábado
ORD000540,2025-06-13,3011,Novo,PR,Centro-Oeste,10183,Comida,3,77.16,Cartão de Debito,Google Ads,Entregue,13,5.0,0,231.48,15.97,0.0,247.45,2025,6,Sexta-feira
ORD000541,2025-12-23,2442,Recorrente,RJ,Sul,19475,Comida,10,290.65,Pix,Orgânico,Entregue com atraso,5,,0,2906.5,49.19,0.0,2955.69,2025,12,Terça-feira
ORD000542,2025-07-11,2450,Novo,SC,Centro-Oeste,94766,Papelaria,7,54.75,Pix,Marketplace,Entregue,7,4.0,1,383.25,27.27,38.33,372.19,2025,7,Sexta-feira
ORD000543,2025-08-15,4054,Recorrente,RS,Sul,73130,Limpeza,13,109.86,Boleto Bancário,WhatsApp,Cancelado,8,,0,1428.18,45.03,0.0,1473.21,2025,8,Sexta-feira
ORD000544,2025-06-26,2502,Recorrente,SP,Sudeste,69577,Equipamento Industrial,10,25.24,Cartão de Crédito,Instagram,Entregue,7,2.0,0,252.4,56.17,0.0,308.57,2025,6,Quinta-feira
ORD000545,2025-04-09,4546,Recorrente,SC,Sul,36008,Escritórios,3,261.51,Cartão de Debito,WhatsApp,Entregue com atraso,8,,0,784.53,40.25,0.0,824.78,2025,4,Quarta-feira
ORD000546,2025-02-05,1125,Novo,BA,Nordeste,86868,Equipamento Industrial,13,51.42,Cartão de Crédito,WhatsApp,Entregue,4,4.0,0,668.46,55.88,0.0,724.34,2025,2,Quarta-feira
ORD000547,2025-04-06,3442,Novo,PR,Nordeste,57941,Papelaria,2,240.0,Cartão de Crédito,WhatsApp,Entregue,1,5.0,0,480.0,20.22,0.0,500.22,2025,4,Domingo
ORD000548,2025-06-01,1816,Recorrente,RS,Nordeste,52756,Bebidas,12,467.14,Cartão de Debito,Orgânico,Entregue,6,4.0,1,5605.68,58.86,560.57,5103.97,2025,6,Domingo
ORD000549,2025-05-31,3928,Novo,PE,Sudeste,80258,Bebidas,7,362.68,Pix,Orgânico,Entregue com atraso,5,,0,2538.76,53.39,0.0,2592.15,2025,5,Sábado
ORD000550,2025-07-09,2829,Novo,SC,Sul,90730,Papelaria,4,47.93,Cartão de Crédito,Orgânico,Entregue com atraso,11,,1,191.72,13.59,19.17,186.14000000000001,2025,7,Quarta-feira
ORD000551,2025-08-12,1575,Recorrente,ES,Sudeste,37912,Papelaria,1,119.86,Boleto Bancário,Instagram,Entregue com atraso,4,,1,119.86,29.5,11.99,137.37,2025,8,Terça-feira
ORD000552,2025-02-06,3372,Novo,RS,Centro-Oeste,92702,Limpeza,6,340.09,Cartão de Crédito,Google Ads,Devolvido,2,,0,2040.54,56.21,0.0,2096.75,2025,2,Quinta-feira
ORD000553,2025-09-25,2415,Novo,PE,Centro-Oeste,60659,Equipamento Industrial,11,448.4,Pix,Marketplace,Entregue com atraso,1,,0,4932.4,12.06,0.0,4944.46,2025,9,Quinta-feira
ORD000554,2025-07-02,1929,Novo,GO,Centro-Oeste,56840,Equipamento Industrial,6,26.13,Boleto Bancário,Marketplace,Devolvido,9,,0,156.78,31.6,0.0,188.38,2025,7,Quarta-feira
ORD000555,2025-01-13,4759,Novo,PE,Centro-Oeste,91512,Bebidas,6,408.1,Boleto Bancário,Google Ads,Entregue,12,1.0,0,2448.6,45.63,0.0,2494.23,2025,1,Segunda-feira
ORD000556,2025-10-06,4699,Recorrente,PE,Nordeste,48623,Escritórios,2,285.29,Boleto Bancário,Marketplace,Entregue,2,3.0,0,570.58,9.74,0.0,580.32,2025,10,Segunda-feira
ORD000557,2025-08-05,2463,Recorrente,RS,Sul,73303,Equipamento Industrial,1,277.58,Boleto Bancário,WhatsApp,Entregue,9,5.0,0,277.58,47.15,0.0,324.72999999999996,2025,8,Terça-feira
ORD000558,2025-12-21,4275,Recorrente,PR,Nordeste,56062,Comida,3,479.33,Cartão de Debito,Instagram,Entregue,6,1.0,1,1437.99,26.78,143.8,1320.97,2025,12,Domingo
ORD000559,2025-12-27,4557,Recorrente,RS,Sul,66690,Comida,12,376.35,Cartão de Debito,Marketplace,Entregue com atraso,13,,0,4516.2,20.97,0.0,4537.17,2025,12,Sábado
ORD000560,2025-10-13,1832,Novo,MG,Sul,87582,Limpeza,14,426.56,Cartão de Debito,Instagram,Entregue com atraso,6,,1,5971.84,37.95,597.18,5412.61,2025,10,Segunda-feira
ORD000561,2025-09-30,2054,Novo,RJ,Sudeste,33634,Limpeza,2,183.46,Boleto Bancário,Google Ads,Entregue com atraso,2,,0,366.92,36.31,0.0,403.23,2025,9,Terça-feira
ORD000562,2025-03-03,4459,Novo,PR,Centro-Oeste,14090,Bebidas,6,281.64,Pix,Marketplace,Entregue com atraso,6,,1,1689.84,53.44,168.98,1574.3,2025,3,Segunda-feira
ORD000563,2025-03-25,2648,Novo,ES,Sul,55266,Escritórios,13,311.55,Cartão de Crédito,Instagram,Devolvido,3,,0,4050.15,43.15,0.0,4093.3,2025,3,Terça-feira
ORD000564,2025-08-05,2900,Recorrente,PR,Centro-Oeste,40008,Escritórios,12,167.58,Boleto Bancário,WhatsApp,Cancelado,7,,1,2010.96,29.94,201.1,1839.8000000000002,2025,8,Terça-feira
ORD000565,2025-12-08,2457,Novo,BA,Centro-Oeste,97643,Papelaria,6,289.42,Pix,WhatsApp,Entregue,13,5.0,0,1736.52,41.81,0.0,1778.33,2025,12,Segunda-feira
ORD000566,2025-07-06,3884,Novo,ES,Centro-Oeste,68704,Limpeza,13,125.96,Cartão de Crédito,Google Ads,Entregue,10,4.0,0,1637.48,47.01,0.0,1684.49,2025,7,Domingo
ORD000567,2025-01-19,3973,Novo,GO,Nordeste,72866,Equipamento Industrial,5,80.25,Boleto Bancário,Orgânico,Entregue,4,4.0,0,401.25,56.74,0.0,457.99,2025,1,Domingo
ORD000568,2025-06-26,2399,Recorrente,RS,Centro-Oeste,18382,Comida,10,193.25,Cartão de Crédito,Marketplace,Entregue,9,5.0,1,1932.5,44.62,193.25,1783.87,2025,6,Quinta-feira
ORD000569,2025-04-10,4415,Recorrente,PE,Sul,57774,Equipamento Industrial,10,372.25,Cartão de Debito,WhatsApp,Entregue com atraso,5,,0,3722.5,36.28,0.0,3758.78,2025,4,Quinta-feira
ORD000570,2025-08-21,1442,Novo,RS,Nordeste,84570,Comida,5,458.93,Cartão de Debito,WhatsApp,Entregue com atraso,12,,1,2294.65,27.39,229.47,2092.57,2025,8,Quinta-feira
ORD000571,2025-03-17,4650,Recorrente,BA,Centro-Oeste,84062,Bebidas,9,234.28,Cartão de Debito,Google Ads,Entregue,10,2.0,0,2108.52,54.36,0.0,2162.88,2025,3,Segunda-feira
ORD000572,2025-09-22,3122,Novo,SC,Sudeste,99609,Comida,14,324.98,Pix,WhatsApp,Entregue com atraso,3,,0,4549.72,49.21,0.0,4598.93,2025,9,Segunda-feira
ORD000573,2025-10-11,1556,Novo,BA,Centro-Oeste,56698,Equipamento Industrial,5,60.49,Cartão de Debito,Marketplace,Entregue com atraso,1,,0,302.45,12.01,0.0,314.46,2025,10,Sábado
ORD000574,2025-07-25,4843,Recorrente,MG,Centro-Oeste,11110,Equipamento Industrial,13,453.19,Pix,Google Ads,Entregue,1,3.0,0,5891.47,44.38,0.0,5935.85,2025,7,Sexta-feira
ORD000575,2025-08-11,4737,Novo,PE,Nordeste,91981,Escritórios,10,288.62,Cartão de Debito,Instagram,Entregue,13,2.0,1,2886.2,36.01,288.62,2633.59,2025,8,Segunda-feira
ORD000576,2025-02-21,2178,Recorrente,PE,Sul,10386,Escritórios,6,392.37,Cartão de Debito,Google Ads,Cancelado,4,,0,2354.22,13.39,0.0,2367.6099999999997,2025,2,Sexta-feira
ORD000577,2025-12-05,4501,Recorrente,SP,Centro-Oeste,68513,Limpeza,11,399.28,Cartão de Debito,Marketplace,Entregue com atraso,10,,0,4392.08,37.38,0.0,4429.46,2025,12,Sexta-feira
ORD000578,2025-05-24,3037,Recorrente,SC,Nordeste,94120,Equipamento Industrial,4,135.68,Pix,Marketplace,Entregue,10,3.0,0,542.72,18.01,0.0,560.73,2025,5,Sábado
ORD000579,2025-03-10,1362,Recorrente,SP,Nordeste,57801,Bebidas,10,269.3,Cartão de Crédito,Instagram,Entregue,4,5.0,0,2693.0,44.82,0.0,2737.82,2025,3,Segunda-feira
ORD000580,2025-04-09,3495,Novo,GO,Sul,81857,Comida,14,480.64,Pix,Google Ads,Entregue,9,4.0,0,6728.96,22.48,0.0,6751.44,2025,4,Quarta-feira
ORD000581,2025-01-25,2257,Recorrente,RJ,Nordeste,99976,Limpeza,14,53.92,Boleto Bancário,Marketplace,Entregue,8,5.0,0,754.88,15.82,0.0,770.7,2025,1,Sábado
ORD000582,2025-02-22,4634,Novo,RJ,Sul,41566,Papelaria,1,344.69,Boleto Bancário,Marketplace,Cancelado,4,,0,344.69,12.26,0.0,356.95,2025,2,Sábado
ORD000583,2025-05-31,2841,Recorrente,RS,Sudeste,42521,Papelaria,4,481.51,Pix,Instagram,Entregue,6,3.0,0,1926.04,33.52,0.0,1959.56,2025,5,Sábado
ORD000584,2025-05-24,3309,Recorrente,RJ,Centro-Oeste,33798,Comida,2,157.28,Pix,Orgânico,Entregue,7,3.0,1,314.56,18.38,31.46,301.48,2025,5,Sábado
ORD000585,2025-02-26,2850,Recorrente,PE,Nordeste,23565,Comida,10,432.11,Cartão de Crédito,Google Ads,Entregue,10,5.0,0,4321.1,52.47,0.0,4373.570000000001,2025,2,Quarta-feira
ORD000586,2025-02-08,3172,Recorrente,BA,Sudeste,33027,Comida,3,467.49,Pix,Marketplace,Entregue com atraso,8,,0,1402.47,8.16,0.0,1410.63,2025,2,Sábado
ORD000587,2025-04-19,1910,Novo,SC,Nordeste,15631,Escritórios,7,376.07,Cartão de Debito,WhatsApp,Entregue,4,2.0,0,2632.49,51.87,0.0,2684.3599999999997,2025,4,Sábado
ORD000588,2025-06-30,1244,Recorrente,RS,Nordeste,99865,Comida,7,123.35,Cartão de Crédito,Instagram,Entregue,1,1.0,0,863.45,35.1,0.0,898.5500000000001,2025,6,Segunda-feira
ORD000589,2025-02-11,1541,Recorrente,RS,Sudeste,66878,Papelaria,1,173.66,Pix,Orgânico,Entregue com atraso,5,,0,173.66,55.95,0.0,229.61,2025,2,Terça-feira
ORD000590,2025-07-05,3532,Recorrente,SC,Nordeste,55206,Comida,8,27.55,Pix,Orgânico,Entregue,14,1.0,0,220.4,18.64,0.0,239.04000000000002,2025,7,Sábado
ORD000591,2025-08-11,3169,Recorrente,PE,Nordeste,68582,Equipamento Industrial,7,417.41,Boleto Bancário,Instagram,Entregue,1,3.0,1,2921.87,13.32,292.19,2643.0,2025,8,Segunda-feira
ORD000592,2025-05-02,3172,Novo,GO,Sudeste,68334,Bebidas,1,426.31,Cartão de Crédito,Orgânico,Entregue,11,4.0,0,426.31,40.5,0.0,466.81,2025,5,Sexta-feira
ORD000593,2025-05-13,2572,Novo,GO,Nordeste,82323,Papelaria,8,320.03,Boleto Bancário,Marketplace,Entregue com atraso,11,,0,2560.24,44.75,0.0,2604.99,2025,5,Terça-feira
ORD000594,2025-06-12,3217,Recorrente,RS,Sul,63619,Bebidas,14,182.74,Pix,Orgânico,Devolvido,4,,0,2558.36,27.37,0.0,2585.73,2025,6,Quinta-feira
ORD000595,2025-08-03,1123,Recorrente,GO,Nordeste,36875,Papelaria,14,47.64,Cartão de Crédito,Google Ads,Entregue,7,1.0,0,666.96,8.71,0.0,675.6700000000001,2025,8,Domingo
ORD000596,2025-08-09,4940,Novo,PE,Centro-Oeste,34514,Limpeza,2,379.0,Cartão de Debito,WhatsApp,Entregue,7,4.0,1,758.0,29.16,75.8,711.36,2025,8,Sábado
ORD000597,2025-08-23,4106,Recorrente,MG,Nordeste,32580,Equipamento Industrial,8,366.0,Pix,Marketplace,Entregue,1,2.0,0,2928.0,20.16,0.0,2948.16,2025,8,Sábado
ORD000598,2025-11-27,4158,Novo,MG,Centro-Oeste,95827,Papelaria,3,457.18,Pix,Instagram,Entregue com atraso,9,,1,1371.54,26.07,137.15,1260.4599999999998,2025,11,Quinta-feira
ORD000599,2025-05-26,3693,Recorrente,SP,Centro-Oeste,14288,Equipamento Industrial,10,367.96,Boleto Bancário,WhatsApp,Entregue com atraso,2,,0,3679.6,34.35,0.0,3713.95,2025,5,Segunda-feira
ORD000600,2025-08-27,2731,Novo,PR,Nordeste,16734,Papelaria,7,416.06,Cartão de Debito,Marketplace,Entregue com atraso,5,,1,2912.42,44.52,291.24,2665.7000000000003,2025,8,Quarta-feira
ORD000601,2025-03-17,1785,Novo,ES,Sudeste,93000,Bebidas,13,375.52,Pix,WhatsApp,Entregue com atraso,6,,0,4881.76,58.09,0.0,4939.85,2025,3,Segunda-feira
ORD000602,2025-01-09,3043,Novo,RJ,Sul,49008,Bebidas,6,319.04,Boleto Bancário,Orgânico,Devolvido,1,,0,1914.24,15.49,0.0,1929.73,2025,1,Quinta-feira
ORD000603,2025-03-15,3248,Novo,GO,Sul,59349,Papelaria,5,219.21,Boleto Bancário,Instagram,Cancelado,14,,0,1096.05,43.35,0.0,1139.3999999999999,2025,3,Sábado
ORD000604,2025-09-10,3416,Novo,MG,Nordeste,17814,Papelaria,11,452.04,Pix,Instagram,Entregue com atraso,12,,1,4972.44,20.13,497.24,4495.33,2025,9,Quarta-feira
ORD000605,2025-08-18,1796,Novo,BA,Sudeste,53154,Escritórios,10,328.97,Cartão de Crédito,Google Ads,Entregue,2,4.0,1,3289.7,19.48,328.97,2980.2099999999996,2025,8,Segunda-feira
ORD000606,2025-01-07,1076,Novo,SC,Sudeste,17851,Equipamento Industrial,14,205.19,Pix,Orgânico,Entregue,7,5.0,0,2872.66,40.94,0.0,2913.6,2025,1,Terça-feira
ORD000607,2025-06-23,1058,Recorrente,PR,Sul,11600,Equipamento Industrial,11,50.9,Cartão de Debito,Google Ads,Entregue com atraso,6,,1,559.9,48.35,55.99,552.26,2025,6,Segunda-feira
ORD000608,2025-05-21,3478,Recorrente,SP,Sudeste,66614,Equipamento Industrial,2,152.45,Pix,Google Ads,Entregue com atraso,6,,1,304.9,58.84,30.49,333.25,2025,5,Quarta-feira
ORD000609,2025-06-17,3685,Novo,ES,Nordeste,82402,Equipamento Industrial,2,276.43,Cartão de Crédito,Orgânico,Entregue com atraso,6,,0,552.86,47.98,0.0,600.84,2025,6,Terça-feira
ORD000610,2025-06-19,2523,Recorrente,MG,Nordeste,13692,Limpeza,13,145.06,Boleto Bancário,Marketplace,Entregue,14,4.0,0,1885.78,16.18,0.0,1901.96,2025,6,Quinta-feira
ORD000611,2025-10-10,2936,Novo,SP,Sudeste,68027,Limpeza,12,118.41,Cartão de Debito,Google Ads,Entregue com atraso,14,,0,1420.92,19.72,0.0,1440.64,2025,10,Sexta-feira
ORD000612,2025-05-02,3156,Recorrente,PR,Nordeste,30373,Comida,1,268.42,Cartão de Debito,WhatsApp,Entregue,7,3.0,1,268.42,47.59,26.84,289.17,2025,5,Sexta-feira
ORD000613,2025-07-13,4807,Recorrente,SC,Centro-Oeste,72805,Papelaria,14,93.21,Cartão de Debito,Marketplace,Entregue com atraso,10,,0,1304.94,35.4,0.0,1340.3400000000001,2025,7,Domingo
ORD000614,2025-01-05,4055,Novo,RJ,Sul,90383,Papelaria,9,402.2,Cartão de Debito,Orgânico,Entregue,12,4.0,0,3619.8,23.36,0.0,3643.1600000000003,2025,1,Domingo
ORD000615,2025-01-29,2301,Novo,MG,Nordeste,24507,Papelaria,11,247.34,Cartão de Crédito,Instagram,Entregue,14,4.0,1,2720.74,32.53,272.07,2481.2,2025,1,Quarta-feira
ORD000616,2025-06-14,1067,Novo,SC,Sudeste,72931,Papelaria,8,291.19,Cartão de Crédito,Marketplace,Entregue,14,3.0,0,2329.52,55.57,0.0,2385.09,2025,6,Sábado
ORD000617,2025-12-05,4140,Novo,ES,Sul,85499,Equipamento Industrial,8,82.22,Cartão de Crédito,Google Ads,Cancelado,12,,1,657.76,47.29,65.78,639.27,2025,12,Sexta-feira
ORD000618,2025-05-16,4236,Recorrente,GO,Nordeste,81642,Equipamento Industrial,1,169.04,Cartão de Crédito,WhatsApp,Entregue,9,4.0,0,169.04,31.44,0.0,200.48,2025,5,Sexta-feira
ORD000619,2025-12-31,4560,Novo,PR,Sul,82869,Limpeza,5,210.94,Boleto Bancário,Orgânico,Entregue,9,4.0,1,1054.7,58.99,105.47,1008.22,2025,12,Quarta-feira
ORD000620,2025-11-17,3352,Novo,ES,Sudeste,49423,Bebidas,12,406.02,Pix,Instagram,Entregue,2,2.0,0,4872.24,49.33,0.0,4921.57,2025,11,Segunda-feira
ORD000621,2025-12-08,2932,Novo,RJ,Centro-Oeste,96120,Escritórios,6,387.38,Cartão de Crédito,WhatsApp,Entregue com atraso,2,,0,2324.28,8.31,0.0,2332.59,2025,12,Segunda-feira
ORD000622,2025-05-25,3721,Novo,SC,Centro-Oeste,76600,Equipamento Industrial,2,119.26,Pix,Instagram,Entregue,5,4.0,0,238.52,13.84,0.0,252.36,2025,5,Domingo
ORD000623,2025-11-23,1364,Novo,PE,Nordeste,51848,Equipamento Industrial,10,311.93,Cartão de Debito,Orgânico,Devolvido,10,,1,3119.3,36.81,311.93,2844.1800000000003,2025,11,Domingo
ORD000624,2025-08-05,4925,Novo,RJ,Centro-Oeste,16820,Equipamento Industrial,5,129.29,Boleto Bancário,Marketplace,Entregue com atraso,7,,0,646.45,26.2,0.0,672.6500000000001,2025,8,Terça-feira
ORD000625,2025-10-28,1820,Recorrente,RS,Nordeste,18512,Bebidas,6,494.24,Boleto Bancário,Google Ads,Entregue,12,1.0,0,2965.44,50.25,0.0,3015.69,2025,10,Terça-feira
ORD000626,2025-05-12,2402,Novo,MG,Sul,46725,Bebidas,9,476.54,Pix,Orgânico,Entregue com atraso,14,,0,4288.86,54.58,0.0,4343.44,2025,5,Segunda-feira
ORD000627,2025-10-19,3390,Novo,GO,Nordeste,61534,Limpeza,10,286.0,Pix,WhatsApp,Entregue,12,2.0,1,2860.0,20.51,286.0,2594.51,2025,10,Domingo
ORD000628,2025-03-11,1946,Recorrente,PR,Nordeste,95151,Equipamento Industrial,1,352.46,Pix,Marketplace,Cancelado,13,,0,352.46,47.69,0.0,400.15,2025,3,Terça-feira
ORD000629,2025-09-09,3946,Novo,BA,Nordeste,49776,Escritórios,13,402.7,Boleto Bancário,Instagram,Entregue,3,5.0,0,5235.1,35.84,0.0,5270.9400000000005,2025,9,Terça-feira
ORD000630,2025-10-02,2577,Recorrente,SC,Centro-Oeste,70945,Papelaria,10,363.29,Cartão de Crédito,Marketplace,Devolvido,3,,1,3632.9,28.38,363.29,3297.9900000000002,2025,10,Quinta-feira
ORD000631,2025-12-30,2377,Recorrente,PE,Nordeste,93420,Equipamento Industrial,3,352.92,Boleto Bancário,Marketplace,Entregue com atraso,4,,1,1058.76,48.91,105.88,1001.79,2025,12,Terça-feira
ORD000632,2025-07-01,2439,Novo,BA,Sudeste,57455,Limpeza,12,479.69,Cartão de Crédito,WhatsApp,Cancelado,3,,0,5756.28,37.38,0.0,5793.66,2025,7,Terça-feira
ORD000633,2025-06-16,4180,Novo,MG,Nordeste,93488,Limpeza,9,302.26,Cartão de Debito,Google Ads,Entregue,3,2.0,0,2720.34,41.03,0.0,2761.3700000000003,2025,6,Segunda-feira
ORD000634,2025-04-01,4634,Novo,MG,Sul,62433,Escritórios,14,321.79,Cartão de Crédito,Marketplace,Entregue,8,5.0,0,4505.06,11.24,0.0,4516.3,2025,4,Terça-feira
ORD000635,2025-07-21,1761,Novo,PR,Sudeste,19711,Comida,1,426.14,Pix,Marketplace,Entregue com atraso,7,,1,426.14,38.47,42.61,422.0,2025,7,Segunda-feira
ORD000636,2025-12-12,4568,Novo,PE,Sul,69262,Limpeza,1,338.25,Cartão de Crédito,Google Ads,Entregue com atraso,13,,1,338.25,23.64,33.83,328.06,2025,12,Sexta-feira
ORD000637,2025-01-19,1340,Novo,MG,Sul,96009,Bebidas,1,369.14,Cartão de Crédito,Google Ads,Entregue,7,4.0,1,369.14,33.65,36.91,365.88,2025,1,Domingo
ORD000638,2025-02-08,3989,Novo,BA,Sul,93785,Bebidas,7,124.74,Boleto Bancário,Instagram,Entregue,14,5.0,1,873.18,19.54,87.32,805.3999999999999,2025,2,Sábado
ORD000639,2025-05-06,1382,Novo,PE,Sudeste,19597,Papelaria,13,191.92,Pix,Instagram,Entregue,10,4.0,0,2494.96,39.95,0.0,2534.91,2025,5,Terça-feira
ORD000640,2025-06-22,2003,Recorrente,BA,Sudeste,70067,Limpeza,5,82.18,Cartão de Debito,Google Ads,Entregue com atraso,2,,0,410.9,15.67,0.0,426.57,2025,6,Domingo
ORD000641,2025-05-21,2556,Recorrente,RJ,Centro-Oeste,97520,Papelaria,6,257.83,Cartão de Crédito,Orgânico,Entregue,11,5.0,0,1546.98,14.39,0.0,1561.3700000000001,2025,5,Quarta-feira
ORD000642,2025-08-30,1299,Novo,ES,Sudeste,58022,Limpeza,13,233.31,Cartão de Debito,Google Ads,Entregue,9,5.0,0,3033.03,17.8,0.0,3050.8300000000004,2025,8,Sábado
ORD000643,2025-08-08,1138,Novo,PE,Nordeste,91924,Escritórios,14,498.61,Pix,Instagram,Entregue,13,2.0,1,6980.54,50.51,698.05,6333.0,2025,8,Sexta-feira
ORD000644,2025-05-06,1358,Recorrente,SP,Sul,28782,Equipamento Industrial,8,309.49,Cartão de Crédito,WhatsApp,Entregue,6,3.0,0,2475.92,9.74,0.0,2485.66,2025,5,Terça-feira
ORD000645,2025-02-27,1835,Recorrente,ES,Centro-Oeste,61782,Limpeza,14,395.36,Boleto Bancário,WhatsApp,Entregue,14,5.0,1,5535.04,45.94,553.5,5027.48,2025,2,Quinta-feira
ORD000646,2025-05-28,2522,Recorrente,ES,Sudeste,82144,Comida,13,173.67,Cartão de Debito,Marketplace,Devolvido,3,,1,2257.71,10.94,225.77,2042.88,2025,5,Quarta-feira
ORD000647,2025-11-13,4456,Novo,PE,Sul,65013,Bebidas,2,417.46,Boleto Bancário,WhatsApp,Entregue,9,5.0,1,834.92,38.78,83.49,790.2099999999999,2025,11,Quinta-feira
ORD000648,2025-12-27,2627,Recorrente,GO,Sudeste,82036,Escritórios,13,311.39,Cartão de Debito,Instagram,Devolvido,9,,0,4048.07,48.23,0.0,4096.3,2025,12,Sábado
ORD000649,2025-01-01,2982,Novo,MG,Centro-Oeste,45342,Equipamento Industrial,2,351.53,Pix,WhatsApp,Entregue,6,1.0,0,703.06,20.02,0.0,723.0799999999999,2025,1,Quarta-feira
ORD000650,2025-12-14,2303,Novo,RJ,Sudeste,95745,Equipamento Industrial,3,154.27,Cartão de Crédito,Orgânico,Entregue,13,4.0,0,462.81,18.19,0.0,481.0,2025,12,Domingo
ORD000651,2025-07-09,4708,Novo,GO,Sudeste,30977,Bebidas,13,278.83,Cartão de Debito,Google Ads,Entregue,10,1.0,0,3624.79,23.04,0.0,3647.83,2025,7,Quarta-feira
ORD000652,2025-07-10,3530,Novo,GO,Sul,67396,Equipamento Industrial,3,320.68,Boleto Bancário,Google Ads,Entregue com atraso,6,,0,962.04,44.38,0.0,1006.42,2025,7,Quinta-feira
ORD000653,2025-11-08,1908,Novo,SP,Nordeste,60021,Papelaria,13,298.66,Cartão de Debito,Instagram,Entregue com atraso,8,,0,3882.58,21.25,0.0,3903.83,2025,11,Sábado
ORD000654,2025-04-27,2134,Novo,SC,Sudeste,79057,Escritórios,3,458.44,Cartão de Debito,Marketplace,Entregue,8,5.0,0,1375.32,34.09,0.0,1409.4099999999999,2025,4,Domingo
ORD000655,2025-05-14,3913,Recorrente,PE,Centro-Oeste,76836,Comida,4,450.15,Cartão de Debito,Google Ads,Entregue,6,1.0,1,1800.6,14.99,180.06,1635.53,2025,5,Quarta-feira
ORD000656,2025-02-27,3186,Recorrente,BA,Sudeste,37075,Bebidas,3,485.78,Cartão de Debito,WhatsApp,Devolvido,7,,1,1457.34,31.98,145.73,1343.59,2025,2,Quinta-feira
ORD000657,2025-02-13,1995,Novo,MG,Sudeste,99515,Limpeza,2,337.04,Cartão de Debito,Orgânico,Devolvido,4,,0,674.08,40.49,0.0,714.57,2025,2,Quinta-feira
ORD000658,2025-06-22,3482,Novo,GO,Nordeste,40802,Limpeza,9,486.24,Cartão de Debito,Marketplace,Entregue,1,4.0,1,4376.16,11.73,437.62,3950.27,2025,6,Domingo
ORD000659,2025-06-09,3556,Novo,RJ,Sul,87761,Limpeza,6,417.91,Boleto Bancário,Marketplace,Entregue com atraso,4,,0,2507.46,50.4,0.0,2557.86,2025,6,Segunda-feira
ORD000660,2025-06-22,3320,Recorrente,SC,Centro-Oeste,87017,Escritórios,3,142.71,Cartão de Debito,Marketplace,Entregue,8,3.0,1,428.13,56.75,42.81,442.07,2025,6,Domingo
ORD000661,2025-11-13,4170,Novo,SP,Sul,96753,Comida,9,219.44,Cartão de Debito,Google Ads,Entregue,12,3.0,0,1974.96,18.06,0.0,1993.02,2025,11,Quinta-feira
ORD000662,2025-10-30,4835,Recorrente,RS,Sul,65822,Equipamento Industrial,4,126.81,Cartão de Debito,Marketplace,Entregue,13,4.0,1,507.24,47.49,50.72,504.01,2025,10,Quinta-feira
ORD000663,2025-05-29,4921,Novo,MG,Sul,61603,Comida,4,12.06,Cartão de Crédito,Instagram,Entregue,8,4.0,1,48.24,24.3,4.82,67.72,2025,5,Quinta-feira
ORD000664,2025-03-21,3151,Novo,RS,Sudeste,90291,Comida,8,102.14,Pix,WhatsApp,Cancelado,14,,0,817.12,43.19,0.0,860.31,2025,3,Sexta-feira
ORD000665,2025-08-01,2237,Recorrente,ES,Nordeste,45592,Bebidas,7,11.99,Pix,Orgânico,Entregue,2,3.0,0,83.93,23.95,0.0,107.88000000000001,2025,8,Sexta-feira
ORD000666,2025-07-22,2784,Recorrente,GO,Sudeste,66006,Escritórios,7,362.72,Pix,WhatsApp,Entregue com atraso,7,,1,2539.04,52.84,253.9,2337.98,2025,7,Terça-feira
ORD000667,2025-09-09,4735,Novo,PR,Centro-Oeste,36269,Limpeza,10,218.51,Boleto Bancário,Instagram,Cancelado,13,,1,2185.1,26.05,218.51,1992.6399999999999,2025,9,Terça-feira
ORD000668,2025-08-17,3809,Novo,MG,Nordeste,60138,Bebidas,7,163.16,Boleto Bancário,Instagram,Entregue,1,1.0,1,1142.12,52.14,114.21,1080.05,2025,8,Domingo
ORD000669,2025-06-13,3834,Recorrente,BA,Sul,72398,Equipamento Industrial,10,383.24,Boleto Bancário,WhatsApp,Entregue,2,2.0,0,3832.4,47.84,0.0,3880.2400000000002,2025,6,Sexta-feira
ORD000670,2025-08-15,1164,Novo,SC,Nordeste,29874,Comida,11,417.92,Cartão de Debito,Google Ads,Entregue com atraso,14,,0,4597.12,18.21,0.0,4615.33,2025,8,Sexta-feira
